YMD	YMDT	DPS	AREA	TYPE_OCCUR	TYPE_CAUSE	TYPE_SHIP	WEATHER	POS	COUNT	RESCUE	INJURY	DEATH	DISAPPER	위도_도	위도_분	위도_초	경도_도	경도_분	경도_초	LAT	LON	LAT_DBC	LON_DBC
20140520	20140520 7:50	목포	협수로	충돌	운항부주의	어선	양호	영광군 홍농읍 항월초소 앞 인근해상	2	3	1	0	0	35	22	28	126	24	42	35.37444	126.41167	35|22|28	126|24|42
20140520	20140520 8:30	통영	영해	추진기손상	기타	어선	양호	사천시 소재 신섬 동방 0.1M 해상	1	2	2	0	0	34	55	43	128	1	53	34.92861	128.03139	34|55|43	128|01|53
20140520	20140520 12:52	제주	영해	운항저해	정비불량	유조선	양호	절명서 서방 3.5해리	1	18	0	0	0	33	51	0	126	14	7	33.85000	126.23528	33|51|00	126|14|07
20140520	20140520 13:30	목포	영해-EEZ	안전저해	기타	어선	양호	전남 신안군 가거도 남서 44해리	1	9	0	0	0	33	38	19	124	21	42	33.63861	124.36167	33|38|19	124|21|42
20140520	20140520 15:15	부산	항계내	기관손상	기타	어선	양호	부산 태종대 남동방 약 8마일 해상	1	3	0	0	0	34	59	0	129	15	60	34.98333	129.26667	34|59|00	129|15|60
20140521	20140521 10:00	인천	협수로	기타	운항부주의	낚시어선	양호	인천 무의도 남방 0.3마일 해리도 인근 해상	1	9	0	0	0	37	21	38	126	26	35	37.36056	126.44306	37|21|38	126|26|35
20140521	20140521 10:50	목포	영해	운항저해	운항부주의	어선	저시정	전남 신안군 흑산면 가거도 북동방 8.8해리	1	2	0	0	0	34	7	55	125	17	56	34.13194	125.29889	34|07|55	125|17|56
20140521	20140521 14:25	목포	협수로	키손상	정비불량	여객선	양호	전남 신안군 팔금면 불무기도 남서 0.7해리	1	139	0	0	0	34	45	16	126	12	29	34.75444	126.20806	34|45|16	126|12|29
20140521	20140521 14:30	인천	협수로	기관손상	정비불량	어선	양호	송도 LNG 기지 부근 해상	1	1	0	0	0	37	20	54	126	32	48	37.34833	126.54667	37|20|54	126|32|48
20140522	20140522 12:53	인천	협수로	추진기손상	운항부주의	기타	양호	선미도 북동방 3해리	1	3	0	0	0	37	19	0	126	8	0	37.31667	126.13333	37|19|00	126|08|00
20140522	20140522 21:41	통영	항계내	화재	기타	어선	양호	사천시 팔포항 선원회관 앞 계류장	1	7	0	0	0	34	55	60	128	4	63	34.93333	128.08417	34|55|60	128|04|63
20140523	20140523 4:57	부산	항계내	화재	기타	예부선	양호	부산 남항 일자방파제 앞 해상	1	4	0	0	0	35	5	36	129	1	37	35.09333	129.02694	35|05|36	129|01|37
20140523	20140523 9:50	목포	협수로	시설물손상	재질불량	화물선	저시정	진도군 조도면 장죽도 서방 약 0.3해리	1	8	0	0	0	34	21	3	16	6	5	34.35083	16.10139	34|21|03	16|06|05
20140523	20140523 12:00	평택	영해	기관손상	정비불량	어선	양호	울도 여객선착장 앞 해상	1	3	0	0	0	37	2	0	125	59	0	37.03333	125.98333	37|02|00	125|59|00
20140523	20140523 13:48	목포	협수로	기관손상	기타	여객선	저시정	전남 신안군 안좌면 상사치도 북서방 0.2해리	1	258	0	0	0	34	46	31	126	3	25	34.77528	126.05694	34|46|31	126|03|25
20140524	20140524 9:00	창원	영해	충돌	운항부주의	어선	양호	진해구 웅동 남서방 0.1마일 해상	2	5	2	0	0	35	3	49	128	42	30	35.06361	128.70833	35|03|49	128|42|30
20140524	20140524 9:10	울산	영해	침수	기타	어선	양호	기장군 학리남동방 0.8해리 해상(Fix 35-14.60N 129-15.80E)	1	1	0	0	0	35	14	36	129	15	48	35.24333	129.26333	35|14|36	129|15|48
20140524	20140524 13:48	제주	영해	기관손상	정비불량	어선	양호	제주시 애월읍 하귀리 앞 0.4해리 해상	1	1	0	0	0	33	30	15	126	23	34	33.50417	126.39278	33|30|15	126|23|34
20140524	20140524 14:55	군산	영해	기관손상	정비불량	어선	양호	전북 군산시 관리도 남서방 6마일	1	3	0	0	0	35	48	43	126	13	33	35.81194	126.22583	35|48|43	126|13|33
20140524	20140524 15:37	제주	영해	안전저해	운항부주의	어선	양호	제주시 함덕 앞 1.5마일 해상	1	1	0	0	0	33	33	38	126	39	30	33.56056	126.65833	33|33|38	126|39|30
20140524	20140524 17:50	부산	항계내	기관손상	기타	기타	양호	부산 해군작전사령부 앞 해상	1	1	0	0	0	35	5	73	129	7	20	35.10361	129.12222	35|05|73	129|07|20
20140525	20140525 14:23	인천	항계내	기타	운항부주의	요트	양호	서울 강서구 아라한강갑문 앞 해상	1	10	0	0	0	37	36	11	126	48	10	37.60306	126.80278	37|36|11	126|48|10
20140526	20140526 7:25	목포	협수로	기타	관리소홀	여객선	양호	전남 신안군 압해읍 매화도 서방 0.2해리	1	12	0	0	0	34	5	18	126	13	1	34.08833	126.21694	34|5|18	126|13|01
20140526	20140526 14:50	인천	협수로	키손상	정비불량	어선	풍랑주의보	인천시 주문도 남방 0.5마일 해상	1	1	0	0	0	37	37	90	126	15	70	37.64167	126.26944	37|37|90	126|15|70
20140526	20140526 21:04	완도	영해	화재	화기취급부주의	모터보트	양호	전남 장흥군 회진면 대리선착장	1	1	1	0	0	34	28	38	126	58	8	34.47722	126.96889	34|28|38	126|58|08
20140526	20140526 22:17	서귀포	영해	화재	관리소홀	어선	양호	서귀포 남방 9해리	1	10	0	0	0	33	9	0	126	44	0	33.15000	126.73333	33|09|00	126|44|00
20140527	20140527 3:40	인천	항계내	접촉	운항부주의	어선	양호	인천 해리도 남방 0.5마일 해상	3	10	0	0	0	37	21	16	126	25	0	37.35444	126.41667	37|21|16	126|25|00
20140527	20140527 15:07	목포	협수로	기관손상	정비불량	고무보트	양호	전남 무안군 청계면 복길리 앞 해상	1	1	0	0	0	34	52	37	126	23	1	34.87694	126.38361	34|52|37	126|23|1
20140527	20140527 15:47	제주	영해	침수	운항부주의	어선	양호	비양도 서방 1.1해리 해상	1	7	0	0	0	33	24	9	126	13	29	33.40250	126.22472	33|24|09	126|13|29
20140527	20140527 17:21	서귀포	항계내	화재	기타	어선	양호	신우지포구	1	0	0	0	0	33	16	25	126	39	31	33.27361	126.65861	33|16|25	126|39|31
20140528	20140528 5:27	태안	항계내	전복	관리소홀	어선	양호	충남 서산시 지곡면 중왕항 항내	1	0	0	0	0	36	52	0	126	21	0	36.86667	126.35000	36|52|00	126|21|00
20140528	20140528 18:32	목포	협수로	운항저해	운항부주의	요트	저시정	전남 영광군 낙월면 송이도 남서 1.3해리	1	1	0	0	0	35	26	35	126	6	69	35.44306	126.11917	35|26|35	126|06|69
20140529	20140529 8:52	인천	영해	침수	기상악화	어선	저시정	인천 옹진군 북방 2.9마일	2	4	0	0	0	37	19	0	126	25	0	37.31667	126.41667	37|19|00	126|25|00
20140529	20140529 9:10	울산	항계내	인명사상	기타	기타	양호	장생포 세창냉동 관공선 부두	1	3	0	0	0	35	30	0	129	22	0	35.50000	129.36667	35|30|00	129|22|00
20140529	20140529 15:03	포항	영해-EEZ	기관손상	정비불량	어선	양호	읍천동방 33마일	1	9	0	0	0	35	41	0	130	8	0	35.68333	130.13333	35|41|00	130|08|00
20140530	20140530 5:06	통영	영해	기관손상	기타	어선	양호	수우도 북서방 약1마일	1	1	0	0	0	34	50	66	128	6	42	34.85167	128.11167	34|50|66	128|06|42
20140530	20140530 8:30	인천	영해	기관손상	정비불량	모터보트	양호	영흥도 북장자서 남방 100M 해상	1	2	0	0	0	37	19	77	126	28	60	37.33806	126.48333	37|19|77	126|28|60
20140530	20140530 10:35	부산	항계내	화재	기타	어선	양호	부산 감천항 3부두 31번석	1	44	0	0	0	35	3	93	129	0	54	35.07583	129.01500	35|03|93	129|00|54
20140530	20140530 17:45	완도	영해	기타	기타	어선	양호	완도군 약산면 동고리 득암항 인근 해상	1	3	1	1	0	34	21	0	126	54	0	34.35000	126.90000	34|21|00	126|54|00
20140530	20140530 19:26	인천	항계내	접촉	정비불량	어선	양호	대무의도 광명항 선착장	2	0	0	0	0	37	22	29	126	26	11	37.37472	126.43639	37|22|29	126|26|11
20140530	20140530 20:30	목포	영해	인명사상	기타	어선	양호	전남 영광군 낙월면 안마도 남서 7해리	1	4	0	0	1	35	17	0	125	52	0	35.28333	125.86667	35|17|00	125|52|00
20140531	20140531 6:20	통영	영해-EEZ	충돌	운항부주의	어선	양호	욕지도 남동방 24마일	2	21	1	0	0	34	13	50	128	24	40	34.23056	128.41111	34|13|50	128|24|40
20140531	20140531 14:29	평택	영해	기관손상	정비불량	어선	양호	인천 옹진군 소령도 서방 1.5마일 해상	1	4	0	0	0	36	58	50	125	43	30	36.98056	125.72500	36|58|50	125|43|30
20140531	20140531 14:53	목포	협수로	인명사상	기타	어선	양호	전남 신안군 임자면 재원도 남서방 2해리	1	5	0	1	0	35	3	19	125	59	39	35.05528	125.99417	35|03|19	125|59|39
20140531	20140531 15:25	제주	영해	기관손상	정비불량	모터보트	양호	제주시 삼양화력발전소 앞 유류수급 돌핀 부두앞 해상	1	2	0	0	0	33	32	13	126	35	12	33.53694	126.58667	33|32|13	126|35|12
20140531	20140531 22:24	통영	영해	좌초	운항부주의	어선	양호	경남 거제시 다대 다포도 앞 해상	1	3	0	0	0	34	42	43	128	38	34	34.71194	128.64278	34|42|43	128|38|34
20140601	20140601 12:36	제주	영해	전복	운항부주의	모터보트	양호	제주 화북 외항 동방파제 인근 해상	1	2	0	0	0	33	32	17	126	34	40	33.53806	126.57778	33|32|17	126|34|40
20140601	20140601 15:30	울산	영해	운항저해	정비불량	고무보트	양호	울산시 울주군 서생면 나사리 백색 등대 인근 해상	1	2	0	0	0	35	21	0	129	21	0	35.35000	129.35000	35|21|00	129|21|00
20140601	20140601 17:37	제주	영해	기관손상	정비불량	모터보트	양호	김녕 연안(행원리 해안) 약 3해리 해상	1	2	0	0	0	33	29	27	126	37	39	33.49083	126.62750	33|29|27	126|37|39
20140602	20140602 5:06	군산	영해	좌초	운항부주의	어선	양호	전라북도 군산시 흑도 인근	1	7	0	0	0	35	51	40	126	10	0	35.86111	126.16667	35|51|40	126|10|00
20140602	20140602 10:03	통영	항계내	인명사상	기타	어선	양호	경남 거제시 사등면 창호리 가조도 진두마을 해안	1	0	1	1	0	34	55	42	128	31	32	34.92833	128.52556	34|55|42	128|31|32
20140602	20140602 14:20	완도	영해	기관손상	정비불량	기타	황천5급	완도군 노화읍 이목리	1	1	0	0	0	34	10	35	126	33	41	34.17639	126.56139	34|10|35	126|33|41
20140603	20140603 10:30	보령	항계내	전복	관리소홀	모터보트	양호	충남 서천군 홍원항 근해안강망 정박선부두	1	0	0	0	0	36	9	25	126	30	10	36.15694	126.50278	36|09|25	126|30|10
20140604	20140604 7:17	통영	영해	전복	운항부주의	어선	양호	남해군 삼동면 은점리 앞 해상	1	2	0	1	0	34	46	76	128	3	93	34.78778	128.07583	34|46|76	128|03|93
20140604	20140604 16:00	동해	영해	키손상	기타	낚시어선	양호	사천항 남동방 1.5M해상	1	9	0	0	0	37	49	35	128	53	27	37.82639	128.89083	37|49|35	128|53|27
20140604	20140604 16:15	목포	협수로	운항저해	정비불량	고무보트	양호	전남 영광군 홍농읍 계마리 계마항	1	2	0	0	0	35	25	68	126	22	50	35.43556	126.38056	35|25|68	126|22|50
20140605	20140605 4:00	목포	항계내	키손상	정비불량	어선	양호	전남 목포시 허사도~목포공항 사이해상	1	2	0	0	0	34	45	9	126	21	57	34.75250	126.36583	34|45|9	126|21|57
20140605	20140605 8:35	여수	영해	기관손상	기타	어선	양호	전남 여수시 돌산(향일암) 동방 6마일	1	4	0	0	0	34	33	0	127	56	0	34.55000	127.93333	34|33|00	127|56|00
20140605	20140605 9:30	인천	EEZ 30마일 이내	기관손상	정비불량	여객선	양호	소청도 남서방 46마일 해상	1	149	0	0	0	36	32	0	123	49	0	36.53333	123.81667	36|32|00	123|49|00
20140605	20140605 16:20	울산	영해	안전저해	운항부주의	모터보트	양호	부산시 기장군 기장읍 대변외항 방파제 앞 0.5M' 해상	1	5	0	0	0	35	12	0	129	14	0	35.20000	129.23333	35|12|00	129|14|00
20140606	20140606 6:04	태안	영해	운항저해	연료고갈	낚시어선	양호	태안군 영목항 남서방 4해리	1	11	0	0	0	36	21	0	126	21	0	36.35000	126.35000	36|21|00	126|21|00
20140606	20140606 7:30	인천	영해	기관손상	정비불량	화물선	양호	무의도 북동방 1.7마일	1	12	0	0	0	37	24	28	126	27	59	37.40778	126.46639	37|24|28	126|27|59
20140606	20140606 9:37	창원	항계내	충돌	운항부주의	예부선	양호	거제 옥포항 방파제 내측 500미터 앞 해상	2	5	2	0	0	34	53	29	128	42	78	34.89139	128.72167	34|53|29	128|42|78
20140606	20140606 11:10	인천	영해	화재	기타	어선	양호	선미도 북서방 약 10마일 해상	1	2	0	0	0	37	23	0	125	53	0	37.38333	125.88333	37|23|00	125|53|00
20140606	20140606 13:37	여수	영해	추진기손상	운항부주의	관공선	양호	전남 여수시 남면 소리도 사방 약 5마일 해상	1	3	0	0	0	34	26	38	127	41	81	34.44389	127.70583	34|26|38	127|41|81
20140606	20140606 18:03	인천	항계내	기관손상	정비불량	낚시어선	양호	인천대교 인근 해상	1	20	0	0	0	37	26	70	126	34	68	37.45278	126.58556	37|26|70	126|34|68
20140607	20140607 2:20	여수	영해	침수	기타	예부선	양호	전남 여수시 웅천동 송현포구 30m 앞 해상	1	1	0	0	0	34	44	20	127	40	26	34.73889	127.67389	34|44|20	127|40|26
20140608	20140608 8:15	태안	영해	기관손상	정비불량	낚시어선	양호	거아도 남서방 12해리 해상	1	14	0	0	0	36	26	0	126	4	0	36.43333	126.06667	36|26|00	126|04|00
20140608	20140608 8:40	완도	영해	침몰	기타	어선	양호	완도군 소안면 당사도 남방 1.5해리	1	1	0	0	0	34	5	0	126	35	0	34.08333	126.58333	34|05|00	126|35|00
20140608	20140608 11:46	인천	영해	기관손상	정비불량	고무보트	양호	영흥 갑죽도 북방 인근해상	1	3	0	0	0	37	13	56	126	25	45	37.23222	126.42917	37|13|56	126|25|45
20140608	20140608 16:04	보령	항계내	침수	기타	모터보트	양호	충남 서부면 당항 북방파제 북서방 약1해리	1	7	0	0	0	36	32	0	126	27	0	36.53333	126.45000	36|32|00	126|27|00
20140609	20140609 18:40	제주	영해	운항저해	정비불량	어선	양호	도두항 북방 약 9마일	1	2	0	0	0	33	39	16	126	27	36	33.65444	126.46000	33|39|16	126|27|36
20140609	20140609 20:30	제주	영해	기관손상	정비불량	어선	양호	행원리 동방 1.5해리	1	2	2	0	0	33	34	20	126	50	9	33.57222	126.83583	33|34|20	126|50|09
20140610	20140610 5:38	부산	항계내	기관손상	기타	모터보트	양호	광안리해수욕장 인근 해상	1	2	0	0	0	35	8	70	129	7	59	35.15278	129.13306	35|08|70	129|07|59
20140610	20140610 5:50	보령	영해	충돌	운항부주의	어선	양호	충남 보령시 신흑동 대천항 남서방 5.3해리	2	8	0	0	0	36	18	0	126	24	0	36.30000	126.40000	36|18|00	126|24|00
20140610	20140610 15:10	창원	협수로	충돌	운항부주의	예부선	양호	진해 초리도 인근	2	4	0	0	0	35	4	2	128	41	90	35.06722	128.70833	35|04|02	128|41|90
20140610	20140610 18:00	울산	영해	좌초	운항부주의	어선	양호	울산시 울주군 서생면 진하리 동방 0.5해리 해상	1	1	0	0	0	35	23	5	129	21	23	35.38472	129.35639	35|23|05	129|21|23
20140610	20140610 22:14	울산	항계내	인명사상	기타	기타	양호	울산시 동구 방어동 현대미포조선 1안벽	1	3	0	0	0	35	30	0	129	25	0	35.50000	129.41667	35|30|00	129|25|00
20140611	20140611 13:44	부산	항계내	기관손상	기타	어선	양호	목도 서방 2.8마일	1	3	0	0	0	34	56	50	128	56	0	34.94722	128.93333	34|56|50	128|56|00
20140611	20140611 18:00	목포	협수로	기관손상	정비불량	모터보트	양호	전남 무안군 청계면 복길리 ~ 성내리 해상	1	2	0	0	0	34	54	42	126	21	5	34.91167	126.35139	34|54|42	126|21|05
20140612	20140612 2:20	울산	영해	좌초	운항부주의	어선	양호	정자북동방 200m해리 해상(Fix35-36N, 129-27E)	1	5	0	0	0	35	36	0	129	27	0	35.60000	129.45000	35|36|00	129|27|00
20140612	20140612 2:50	서귀포	공해	기관손상	정비불량	어선	양호	서귀포 남방 220해리	1	10	0	0	0	29	34	0	125	39	0	29.56667	125.65000	29|34|00	125|39|00
20140612	20140612 7:52	보령	영해	추진기손상	정비불량	낚시어선	양호	충남 보령시 오천면 외연도 남동방 7.5해리	1	7	0	0	0	36	9	0	126	6	0	36.15000	126.10000	36|09|00	126|06|00
20140612	20140612 12:20	목포	협수로	시설물손상	운항부주의	어선	양호	신안군 압해읍 새천년대교 1공구	1	6	0	0	0	34	52	12	126	12	38	34.87000	126.21056	34|52|12	126|12|38
20140612	20140612 19:40	부산	항계내	기관손상	기타	어선	양호	태종대 인근 해상	1	3	0	0	0	35	3	40	129	6	60	35.06111	129.11667	35|03|40	129|06|60
20140613	20140613 5:43	목포	항계내	침수	관리소홀	어선	저시정	전남 목포시 북항항 소령선박물량장 안벽	1	0	0	0	0	34	48	20	126	21	53	34.80556	126.36472	34|48|20	126|21|53
20140613	20140613 9:55	목포	항계내	침수	관리소홀	어선	저시정	전남 목포시 북항항 소형선박물량장	1	0	0	0	0	34	48	22	126	21	49	34.80611	126.36361	34|48|22	126|21|49
20140613	20140613 11:20	완도	영해	기관손상	관리소홀	모터보트	양호	전남 완도군 신지면 동고리 혈도 동방 해역	1	2	0	0	0	34	20	60	126	55	65	34.35000	126.93472	34|20|60	126|55|65
20140614	20140614 2:32	여수	영해	충돌	운항부주의	화물선	양호	전남 여수시 거문도 동방 30마일 해상	2	23	0	0	0	33	58	80	127	57	98	33.98889	127.97722	33|58|80	127|57|98
20140614	20140614 5:56	목포	협수로	좌초	운항부주의	어선	저시정	전남 목포시 율도동 맥도 남방 0.03해리	1	3	0	0	0	34	47	0	126	18	0	34.78333	126.30000	34|47|00	126|18|00
20140614	20140614 6:30	인천	영해	기관손상	정비불량	어선	양호	선미도 북방 501마일 해상	1	4	0	0	0	37	22	0	126	4	0	37.36667	126.06667	37|22|00	126|04|00
20140614	20140614 11:40	부산	항계내	추진기손상	기타	모터보트	양호	조도 남방 0.5해리 해상	1	6	0	0	0	35	4	25	129	6	21	35.07361	129.10583	35|04|25	129|06|21
20140614	20140614 15:38	보령	영해	충돌	운항부주의	어선	양호	충남 보령시 오천면 녹도 북서방 500m	2	22	16	0	0	36	18	0	126	15	0	36.30000	126.25000	36|18|00	126|15|00
20140615	20140615 4:50	보령	영해	안전저해	기타	어선	양호	충남 보령시 오천면 삽시도 서방 8해리	1	10	0	0	0	36	20	0	126	11	0	36.33333	126.18333	36|20|00	126|11|00
20140615	20140615 9:20	태안	영해	추진기손상	정비불량	고무보트	저시정	태안군 근흥면 거아도 북방 0.5마일 해상	1	4	0	0	0	36	36	0	126	14	0	36.60000	126.23333	36|36|00	126|14|00
20140615	20140615 13:10	목포	협수로	기관손상	정비불량	여객선	양호	전남 영광군 홍농읍 계마항 남서 약 5해리	1	16	0	0	0	35	21	0	126	18	0	35.35000	126.30000	35|21|00	126|18|00
20140615	20140615 13:28	울산	항계내	침수	관리소홀	예부선	양호	울산시 남구 장생포동 세창냉동 앞 호안	1	0	0	0	0	35	30	10	129	21	50	35.50278	129.36389	35|30|10	129|21|50
20140615	20140615 14:49	인천	항계내	기관손상	정비불량	고무보트	양호	영흥대교 인근 해상	1	3	0	0	0	37	15	0	126	30	0	37.25000	126.50000	37|15|00	126|30|00
20140616	20140616 7:37	목포	영해	인명사상	기타	어선	양호	전남 신안군 흑산면 가거도 동방 27해리	1	14	1	0	0	33	59	0	125	40	0	33.98333	125.66667	33|59|00	125|40|00
20140616	20140616 10:10	서귀포	영해-EEZ	기관손상	정비불량	어선	양호	서귀포 남동방 46해리	1	11	0	0	0	32	45	0	127	2	0	32.75000	127.03333	32|45|00	127|02|00
20140616	20140616 12:17	속초	영해	안전저해	운항부주의	낚시어선	양호	속초시 장사동 장사항 동방 1마일 해상	1	4	0	0	0	38	13	35	128	36	45	38.22639	128.61250	38|13|35	128|36|45
20140616	20140616 17:58	통영	항계내	화재	정비불량	어선	양호	경남 통영시 도산면 법송리 분지포 앞 해상	1	2	0	0	0	34	52	0	128	22	0	34.86667	128.36667	34|52|00	128|22|00
20140616	20140616 19:15	부산	항계내	기관손상	기타	모터보트	양호	태종대 남방 2마일 해상	1	2	0	0	0	35	3	79	129	6	88	35.07194	129.12444	35|03|79	129|06|88
20140617	20140617 3:00	여수	협수로	접촉	운항부주의	어선	양호	전남 여수시 돌산읍 신복리 예교~화태도 연육교 공사 해상	2	2	0	0	0	34	35	37	127	44	17	34.59361	127.73806	34|35|37	127|44|17
20140617	20140617 8:15	목포	협수로	운항저해	운항부주의	여객선	양호	전남 신안군 안좌면 읍동 선착장	1	51	0	0	0	34	45	57	125	8	7	34.76583	125.13528	34|45|57	125|08|07
20140617	20140617 8:50	목포	협수로	기관손상	정비불량	여객선	양호	전남 신안군 신의면 상태동리 선착장	1	45	0	0	0	34	35	28	126	6	68	34.59111	126.11889	34|35|28	126|06|68
20140617	20140617 9:28	울산	영해	좌초	운항부주의	낚시어선	양호	울산시 울주군 온산읍 신암리 신암항 앞 해상	1	1	0	0	0	35	20	40	129	19	30	35.34444	129.32500	35|20|40	129|19|30
20140617	20140617 9:30	목포	협수로	안전저해	기타	어선	저시정	신안군 임자면 대치마도 남방 1해리	1	4	0	0	0	35	0	35	125	57	47	35.00972	125.96306	35|00|35	125|57|47
20140617	20140617 12:15	목포	협수로	기관손상	정비불량	어선	저시정	전남 진도군 조도면 성남도 인근 해상	1	4	0	0	0	34	23	31	126	2	37	34.39194	126.04361	34|23|31	126|2|37
20140617	20140617 16:05	부산	항계내	기관손상	기타	요트	양호	북항 입구 해상	1	1	0	0	0	35	3	57	129	6	15	35.06583	129.10417	35|03|57	129|06|15
20140617	20140617 21:00	여수	영해	키손상	기타	어선	황천5급	제주 우도 북동방 31.5해리	1	5	0	0	0	33	45	80	127	31	40	33.77222	127.52778	33|45|80	127|31|40
20140618	20140618 0:33	울산	항계내	운항저해	관리소홀	유조선	양호	울산시 남구 장생포동 장생포항 SK1-1부두 북단 고사천 하류	1	0	0	0	0	35	30	15	129	21	55	35.50417	129.36528	35|30|15	129|21|55
20140618	20140618 16:50	여수	항계내	화재	화기취급부주의	기타	양호	전남 여수시 국동 선원회관 앞 파제제	1	0	0	0	0	34	43	35	127	43	7	34.72639	127.71861	34|43|35	127|43|07
20140619	20140619 11:08	군산	영해	충돌	운항부주의	어선	저시정	전북 군산시 말도 인근 해상	2	13	0	0	0	35	53	25	126	18	58	35.89028	126.31611	35|53|25	126|18|58
20140619	20140619 11:47	울산	항계내	침몰	기타	어선	양호	울산광역시 온산읍 범월갑 동방 2마일 해상	1	1	0	0	0	35	25	12	128	24	24	35.42000	128.40667	35|25|12	128|24|24
20140619	20140619 19:35	태안	영해	안전저해	운항부주의	예부선	양호	충남 태안군 원북면 학암포항 북서방 5해리	2	5	0	0	0	36	58	40	126	9	40	36.97778	126.16111	36|58|40	126|09|40
20140619	20140619 20:40	속초	영해-EEZ	기관손상	정비불량	어선	양호	강원도 고성군 대진 동방 55마일 해상	1	7	0	0	0	38	28	0	129	36	0	38.46667	129.60000	38|28|00	129|36|00
20140619	20140619 22:30	서귀포	영해	인명사상	기타	어선	양호	성산포 동방 4해리 제1대승호 기관실 내	1	1	1	0	0	33	28	32	126	55	77	33.47556	126.93806	33|28|32	126|55|77
20140620	20140620 9:00	완도	영해	충돌	운항부주의	화물선	양호	전남 완도군 보길도 남동방 5.7해리	2	27	0	0	0	34	2	54	126	35	84	34.04833	126.60667	34|02|54	126|35|84
20140620	20140620 13:11	평택	협수로	기관손상	정비불량	고무보트	양호	충남 당진시 당진화력 석문방조제 사이 해상	1	3	0	0	0	37	2	33	126	32	0	37.04250	126.53333	37|02|33	126|32|00
20140620	20140620 13:20	여수	영해	기관손상	기타	어선	양호	전남 고흥군 나로도 남서방 3.2마일	1	1	0	0	0	34	25	55	127	24	43	34.43194	127.41194	34|25|55	127|24|43
20140621	20140621 16:00	인천	항계내	기관손상	정비불량	낚시어선	양호	강화도 장곶 북동방 1.1마일 해상	1	7	0	0	0	37	39	10	126	21	92	37.65278	126.37556	37|39|10	126|21|92
20140621	20140621 16:20	부산	항계내	추진기손상	운항부주의	요트	양호	부산시 사하구 다대항 입구	1	4	0	0	0	35	2	35	128	59	50	35.04306	128.99722	35|02|35	128|59|50
20140621	20140621 16:30	동해	영해	기관손상	정비불량	어선	양호	장호항 동방 5.7마일 해상	1	3	1	0	0	37	19	22	129	25	52	37.32278	129.43111	37|19|22	129|25|52
20140622	20140622 8:17	울산	영해-EEZ	안전저해	기타	어선	양호	울산광역시 동구 울기 동방 48해리	1	10	0	0	0	35	26	0	130	26	0	35.43333	130.43333	35|26|00	130|26|00
20140622	20140622 10:40	통영	영해-EEZ	기관손상	기타	어선	양호	경남 통영시 한산면 매죽리 홍도 남방 22마일	1	0	0	0	0	34	9	0	128	42	0	34.15000	128.70000	34|09|00	128|42|00
20140622	20140622 14:35	평택	협수로	기관손상	정비불량	모터보트	양호	충남 당진시 석문면 대난지도 선착장 인근해상	1	3	0	0	0	37	2	0	126	23	0	37.03333	126.38333	37|02|00	126|23|00
20140622	20140622 21:30	보령	협수로	화재	관리소홀	어선	양호	충남 홍성군 서부면 죽도 남동방 2.2해리	1	1	0	0	0	36	28	35	126	27	30	36.47639	126.45833	36|28|35	126|27|30
20140623	20140623 1:40	완도	항계내	침수	관리소홀	어선	양호	전남 완도군 군외면 원동다리	1	0	0	0	0	34	23	31	126	38	51	34.39194	126.64750	34|23|31	126|38|51
20140623	20140623 9:00	인천	항계내	접촉	운항부주의	예부선	양호	인천 중구 소재 남항부두	1	0	0	0	0	37	24	12	126	33	16	37.40333	126.55444	37|24|12	126|33|16
20140623	20140623 16:55	태안	영해	침수	운항부주의	어선	양호	태안군 안면읍 외파수도 북방 0.3마일 해상	1	2	0	0	0	36	26	14	126	12	36	36.43722	126.21000	36|26|14	126|12|36
20140624	20140624 15:45	평택	영해	인명사상	기타	낚시어선	양호	인천 옹진군 덕적면 울도 남서방 7마일 해상	1	21	0	0	1	36	57	0	125	51	0	36.95000	125.85000	36|57|00	125|51|00
20140625	20140625 5:50	보령	영해	기관손상	기타	어선	양호	보령시 오천면 외연도 남동방 약 8해리	1	3	0	0	0	36	11	18	126	10	24	36.18833	126.17333	36|11|18	126|10|24
20140625	20140625 8:40	여수	영해	접촉	기타	어선	양호	전남 보성군 벌교읍 지주도~장도 사이 해상	2	3	0	0	0	34	46	52	127	46	6	34.78111	127.76833	34|46|52	127|46|06
20140625	20140625 9:46	목포	협수로	좌초	운항부주의	낚시어선	양호	신안군 장산도 서방 1.6해리	1	9	0	0	0	34	37	56	126	5	24	34.63222	126.09000	34|37|56	126|05|24
20140625	20140625 11:20	통영	협수로	좌초	운항부주의	기타	양호	경남 거제시 사등면 구.거제대교 앞해상	1	0	0	0	0	34	53	3	128	28	38	34.88417	128.47722	34|53|03	128|28|38
20140626	20140626 7:40	군산	영해	충돌	운항부주의	낚시어선	양호	전북 군산시 말도 북방 1마일	2	17	0	0	0	35	52	22	126	18	62	35.87278	126.31722	35|52|22	126|18|62
20140626	20140626 7:40	군산	EEZ 30마일 이내	인명사상	기타	기타	양호	전남 목포시 흑산도 북서방 62마일	1	7	0	2	0	35	31	0	124	24	0	35.51667	124.40000	35|31|00	124|24|00
20140626	20140626 8:00	목포	협수로	침수	관리소홀	어선	양호	신안군 장산면 북강선착장	1	0	0	0	0	34	39	8	126	11	5	34.65222	126.18472	34|39|08	126|11|05
