YMD	YMDT	DPS	AREA	TYPE_OCCUR	TYPE_CAUSE	TYPE_SHIP	WEATHER	POS	COUNT	RESCUE	INJURY	DEATH	DISAPPER	위도_도	위도_분	위도_초	경도_도	경도_분	경도_초	LAT	LON	LAT_DBC	LON_DBC
20141030	20141030 18:30	목포	영해	키손상	정비불량	어선	양호	전남 신안군 흑산면 가거도 남동 32해리	1	10	0	0	0	33	50	0	125	43	0	33.83333	125.71667	33|50|00	125|43|00
20141030	20141030 19:37	여수	영해	좌초	운항부주의	어선	양호	전남 여수시 가막만 소경도 남서방 여초등대 남서방 1마일 해상	1	9	0	0	0	34	41	0	127	42	0	34.68333	127.70000	34|41|00	127|42|00
20141031	20141031 7:45	평택	협수로	기관손상	정비불량	어선	양호	경기 화성시 우정읍 입파도 북방 1.7해리 해상	1	4	0	0	0	37	8	53	126	31	89	37.14806	126.54139	37|08|53	126|31|89
20141031	20141031 13:15	동해	영해-EEZ	안전저해	기타	어선	양호	독도 북방 28마일 해상	1	8	0	0	0	37	43	0	131	52	0	37.71667	131.86667	37|43|00	131|52|00
20141031	20141031 19:15	울산	영해-EEZ	화재	기타	어선	양호	울산광역시 북구 정자항 북동방 16해리 해상	1	12	0	0	0	35	38	47	129	47	0	35.64639	129.78333	35|38|47	129|47|00
20141101	20141101 14:50	울산	영해	충돌	운항부주의	어선	양호	울산광역시 울주군 서생면 간절곶 동방 8해리 해상	2	64	0	0	0	35	19	0	129	31	0	35.31667	129.51667	35|19|00	129|31|00
20141101	20141101 17:14	평택	협수로	기관손상	정비불량	고무보트	양호	경기 화성시 우정읍 국화리 입파도 인근해상	1	2	0	0	0	37	6	0	126	30	0	37.10000	126.50000	37|06|00	126|30|00
20141101	20141101 20:10	목포	영해	기관손상	관리소홀	어선	양호	전남 무안군 삼향읍 마동리 인근해상	1	1	0	0	0	34	50	78	126	23	81	34.85500	126.40583	34|50|78	126|23|81
20141101	20141101 20:36	부산	항계내	조난	운항부주의	고무보트	양호	부산 진우도 동방 0.5마일 해상	1	1	0	0	0	35	3	59	128	53	11	35.06639	128.88639	35|03|59	128|53|11
20141102	20141102 6:58	목포	항계내	기관손상	정비불량	요트	양호	전남 목포시 평화광장 앞 해상	1	3	0	0	0	34	47	41	126	26	0	34.79472	126.43333	34|47|41	126|26|00
20141102	20141102 9:03	제주	영해	키손상	정비불량	낚시어선	풍랑주의보	화도 남동방 1.9해리 해상	1	18	0	0	0	33	42	37	126	23	4	33.71028	126.38444	33|42|37	126|23|04
20141102	20141102 9:07	포항	영해	좌초	운항부주의	어선	양호	경북 포항시 남구 구룡포읍 하정2리 앞 약 20m해상	1	6	0	0	0	35	58	3	129	33	20	35.96750	129.55556	35|58|03	129|33|20
20141103	20141103 4:00	군산	항계내	침수	기상악화	예부선	풍랑주의보	전북 군산시 군산항 7부두 관제탑 앞 해상	1	0	0	0	0	35	58	38	126	32	43	35.97722	126.54528	35|58|38	126|32|43
20141104	20141104 8:20	여수	항계내	침수	관리소홀	기타	양호	전남 여수시 국동 신신낚시 앞 낚시바지	1	0	0	0	0	34	43	47	127	43	33	34.72972	127.72583	34|43|47	127|43|33
20141104	20141104 8:40	군산	영해	기관손상	정비불량	어선	양호	전북 부안군 위도면 북방 6.5마일 해상	1	2	0	0	0	35	43	0	126	18	0	35.71667	126.30000	35|43|00	126|18|00
20141105	20141105 17:40	서귀포	영해	키손상	정비불량	어선	양호	제주도 서귀포시 표선 남동방 17해리	1	6	0	0	0	33	6	0	127	4	0	33.10000	127.06667	33|06|00	127|04|00
20141105	20141105 20:20	목포	영해	기관손상	정비불량	어선	양호	전남 신안군 흑산면 홍도 북방 10해리	1	13	0	0	0	34	52	0	125	15	0	34.86667	125.25000	34|52|00	125|15|00
20141106	20141106 4:20	속초	영해	충돌	운항부주의	어선	양호	속초 동방 1.7마일 해상	2	3	0	0	0	38	12	10	128	37	56	38.20278	128.63222	38|12|10	128|37|56
20141106	20141106 4:40	포항	영해	충돌	운항부주의	어선	양호	경북 영덕군 강구면 강구항 동방 약 5마일 해상	2	12	0	1	0	36	20	20	129	30	22	36.33889	129.50611	36|20|20	129|30|22
20141106	20141106 5:00	제주	영해	안전저해	운항부주의	어선	양호	추자 횡간도 동방 2해리	1	7	0	0	0	34	0	38	126	23	15	34.01056	126.38750	34|00|38	126|23|15
20141106	20141106 15:25	울산	항계내	기관손상	정비불량	기타	양호	부산광역시 기장군 기장읍 대변리 대변항 입구 해상	1	5	0	0	0	35	12	0	129	13	0	35.20000	129.21667	35|12|00	129|13|00
20141106	20141106 16:45	완도	영해	기관손상	정비불량	어선	양호	전남 진도군 의신면 구자도리 밀매도 남동방 4.7해리	1	3	0	0	0	34	13	55	126	18	49	34.23194	126.31361	34|13|55	126|18|49
20141106	20141106 17:29	여수	영해	기관손상	정비불량	어선	양호	전남 여수시 삼산면 손죽도 북동방 0.5해리	1	2	0	0	0	34	17	45	127	22	85	34.29583	127.39028	34|17|45	127|22|85
20141107	20141107 9:43	인천	항계내	기관손상	정비불량	기타	양호	인천항 석탄부두 인근 해상	1	3	0	0	0	37	26	27	126	35	2	37.44083	126.58389	37|26|27	126|35|02
20141107	20141107 14:49	태안	영해	안전저해	기타	유도선	양호	충남 태안군 고남면 영목항 앞 해상 바지선 인근	1	41	0	0	0	36	24	17	126	25	78	36.40472	126.43833	36|24|17	126|25|78
20141107	20141107 15:23	통영	협수로	기관손상	운항부주의	요트	양호	거제시 사등면 가조도 동방 1해리 해상	1	4	0	0	0	34	55	55	128	32	2	34.93194	128.53389	34|55|55	128|32|02
20141107	20141107 16:00	속초	항계내	침수	관리소홀	어선	양호	고성군 토성면 봉포항내	1	0	0	0	0	38	15	6	128	34	3	38.25167	128.56750	38|15|06	128|34|03
20141108	20141108 10:20	목포	영해	화재	정비불량	어선	양호	전남 신안군 비금면 칠발도 남서 2해리	1	5	0	0	0	34	45	0	125	45	0	34.75000	125.75000	34|45|00	125|45|00
20141108	20141108 14:15	통영	협수로	충돌	운항부주의	어선	양호	통영시 산양읍 영운리 동방 0.5마일 해상	2	8	1	1	0	34	47	93	128	26	86	34.80917	128.45722	34|47|93	128|26|86
20141108	20141108 16:45	포항	EEZ 30마일 이내	안전저해	기타	어선	양호	경주시 감포 동방 117해리(91-6해구)	1	8	0	0	0	35	42	0	131	54	0	35.70000	131.90000	35|42|00	131|54|00
20141109	20141109 10:10	서귀포	항계내	좌초	기타	어선	양호	제주도 서귀포시 대정읍 운진항 동방파제 남동방 500m	1	0	0	0	0	33	12	18	126	15	44	33.20500	126.26222	33|12|18	126|15|44
20141109	20141109 12:00	완도	영해	기관손상	정비불량	어선	양호	전남 완도군 소안면 당사도 남방 0.5마일 해상	1	1	0	0	0	33	58	0	126	36	0	33.96667	126.60000	33|58|00	126|36|00
20141109	20141109 13:20	목포	협수로	키손상	정비불량	예부선	황천5급	전남 신안군 증도 서방 2.4해리	1	2	0	0	0	35	0	0	126	2	0	35.00000	126.03333	35|00|00	126|02|00
20141109	20141109 15:30	제주	영해	추진기손상	정비불량	어선	양호	우도 북서방 8해리	1	7	0	0	0	33	39	0	126	52	0	33.65000	126.86667	33|39|00	126|52|00
20141109	20141109 16:30	목포	항계내	기관손상	정비불량	어선	양호	전남 목포시 목포대교 인근 해상	1	2	0	0	0	34	47	25	126	22	3	34.79028	126.36750	34|47|25	126|22|03
20141110	20141110 3:30	제주	영해	기관손상	정비불량	어선	양호	제주시 화도 남동방 1.2해리/약2.2km	1	11	0	0	0	33	42	80	126	22	13	33.72222	126.37028	33|42|80	126|22|13
20141110	20141110 5:00	목포	협수로	좌초	운항부주의	어선	양호	전남 해남군 화원면 시하도 북동방 0.2해리	1	4	0	0	0	34	42	6	126	14	28	34.70167	126.24111	34|42|06	126|14|28
20141110	20141110 11:18	창원	항계내	해양오염	기타	화물선	양호	부산 신항 북컨테이너 2번 선석	1	0	0	0	0	35	4	64	128	49	50	35.08444	128.83056	35|04|64	128|49|50
20141110	20141110 11:58	목포	협수로	추진기손상	운항부주의	예부선	양호	전남 신안군 임자도 북서방 6해리	1	3	0	0	0	35	11	12	125	59	28	35.18667	125.99111	35|11|12	125|59|28
20141110	20141110 12:05	완도	영해	안전저해	운항부주의	요트	양호	전남 완도군 금일읍 사동리 다랑도 인근 해상	1	1	0	0	0	34	17	0	127	5	0	34.28333	127.08333	34|17|00	127|05|00
20141111	20141111 4:17	인천	영해	기관손상	정비불량	어선	황천5급	인천시 옹진군 덕적도 북동방 2.5마일 해상	1	2	0	0	0	37	16	0	126	10	0	37.26667	126.16667	37|16|00	126|10|00
20141111	20141111 7:50	여수	영해	추진기손상	정비불량	낚시어선	양호	전남 여수시 남면 소리도 남동방 4.5마일 해상	1	10	0	0	0	34	21	88	127	52	60	34.37444	127.88333	34|21|88	127|52|60
20141111	20141111 9:15	인천	협수로	기타	연료고갈	어선	양호	인천 문갑도 서방 2.5마일 해상	1	2	0	0	0	37	10	29	126	2	6	37.17472	126.03500	37|10|29	126|02|06
20141111	20141111 12:35	여수	영해	기관손상	정비불량	기타	양호	전남 고흥군 고흥읍 주인여 북동방 0.9해리	1	12	0	0	0	34	27	78	127	34	68	34.47167	127.58556	34|27|78	127|34|68
20141111	20141111 14:46	인천	협수로	기관손상	정비불량	고무보트	양호	경기 안산시 시화방조제 쌍섬 인근	1	1	0	0	0	37	19	1	126	36	29	37.31694	126.60806	37|19|01	126|36|29
20141112	20141112 6:43	인천	영해	추진기손상	운항부주의	어선	양호	인천시 옹진군 연평도 남동방 16해리	1	2	0	0	0	37	31	0	125	58	0	37.51667	125.96667	37|31|00	125|58|00
20141112	20141112 6:45	통영	영해	좌초	운항부주의	어선	양호	통영시 용남면 화삼리 상삼부락 앞 해상	1	7	0	0	0	34	51	42	128	27	37	34.86167	128.46028	34|51|42	128|27|37
20141112	20141112 8:38	부산	항계내	화재	화기취급부주의	유조선	양호	부산항 5부두 물양장	1	2	0	0	0	35	7	24	129	3	0	35.12333	129.05000	35|07|24	129|03|00
20141112	20141112 11:24	인천	협수로	기관손상	운항부주의	어선	양호	인천시 옹진군 덕적면 굴업도 서방 6마일 해상	1	5	0	0	0	37	10	0	125	50	0	37.16667	125.83333	37|10|00	125|50|00
20141112	20141112 15:00	목포	협수로	충돌	운항부주의	어선	황천5급	전남 신안군 도초면 남동방 0.5해리	2	11	0	0	0	34	40	0	126	0	0	34.66667	126.00000	34|40|00	126|00|00
20141112	20141112 20:10	평택	항계내	인명사상	운항부주의	화물선	양호	충남 당진시 동부제강 2부두	1	14	0	0	1	36	59	0	126	45	0	36.98333	126.75000	36|59|00	126|45|00
20141112	20141112 23:30	부산	항계내	인명사상	기타	어선	양호	낙동강 하구 명지 아비송 모텔 앞 해상	1	0	0	0	1	35	6	1	128	55	45	35.10028	128.92917	35|06|01	128|55|45
20141113	20141113 9:00	서귀포	영해	안전저해	운항부주의	어선	풍랑주의보	서귀포시 표선 남동방 8해리	1	11	0	0	0	33	15	60	126	59	60	33.26667	127.00000	33|15|60	126|59|60
20141113	20141113 19:08	여수	영해	좌초	운항부주의	예부선	양호	전남 고흥군 도화면 지죽도 부공방 0.1해리	1	2	0	0	0	34	26	51	127	19	3	34.44750	127.31750	34|26|51	127|19|03
20141114	20141114 13:15	목포	협수로	좌초	관리소홀	어선	양호	전남 신안군 증도면 바지선착장	1	0	0	0	0	34	59	0	126	11	0	34.98333	126.18333	34|59|00	126|11|00
20141114	20141114 15:35	보령	영해	침수	정비불량	어선	양호	충남 보령시 오천면 외연도 남동방 8.3해리	1	3	0	0	0	36	8	39	126	13	78	36.14417	126.23833	36|08|39	126|13|78
20141114	20141114 17:25	목포	영해	키손상	정비불량	낚시어선	황천4급	전남 신안군 흑산도 남방 1.7해리	1	22	0	0	0	34	36	0	125	22	0	34.60000	125.36667	34|36|00	125|22|00
20141114	20141114 19:42	울산	영해-EEZ	기관손상	정비불량	어선	황천5급	울산광역시 동구 방어진항 동방 38해리	1	9	0	0	0	35	28	0	130	11	0	35.46667	130.18333	35|28|00	130|11|00
20141114	20141114 21:35	평택	협수로	안전저해	운항부주의	유도선	양호	경기 화성시 입파도 남동방 0.3마일 해상	1	2	0	0	0	37	5	0	126	32	0	37.08333	126.53333	37|05|00	126|32|00
20141115	20141115 0:55	울산	항계내	화재	기타	어선	양호	울산광역시 남구 장생포동 장생포항 어선부두	1	0	0	0	0	35	30	0	129	22	0	35.50000	129.36667	35|30|00	129|22|00
20141115	20141115 0:59	창원	영해	충돌	운항부주의	어선	양호	거가대교 저도 남방 약 1.6마일 해상	2	0	1	0	0	34	59	0	128	44	90	34.98333	128.75833	34|59|00	128|44|90
20141115	20141115 5:55	속초	영해	기관손상	정비불량	어선	양호	양양군 강현면 낙산항 남동방 6.5마일 해상	1	1	0	0	0	38	6	41	128	46	13	38.11139	128.77028	38|06|41	128|46|13
20141115	20141115 7:32	서귀포	영해-EEZ	기관손상	정비불량	어선	양호	제주시 우도 남동방 31해리	1	6	0	0	0	33	26	0	127	35	0	33.43333	127.58333	33|26|00	127|35|00
20141115	20141115 11:00	여수	영해	충돌	운항부주의	어선	양호	전남 여수시 화양면 세포리 삼도 동방 약 0.5해리	2	5	0	0	0	34	38	55	127	39	32	34.64861	127.65889	34|38|55	127|39|32
20141115	20141115 13:32	인천	협수로	기관손상	정비불량	기타	양호	인천 옹진군 영흥도 석섬인근 해상	1	2	0	0	0	37	15	0	126	37	45	37.25000	126.62917	37|15|00	126|37|45
20141115	20141115 17:04	평택	협수로	기관손상	정비불량	모터보트	양호	경기 화성시 우정읍 입파도 남서방 1마일 해상	1	4	0	0	0	37	4	74	125	31	88	37.08722	125.54111	37|04|74	125|31|88
20141115	20141115 17:04	포항	영해	침수	정비불량	어선	양호	경주시 양남면 월성원전 북동 1마일 해상	1	2	0	0	0	35	43	0	129	30	0	35.71667	129.50000	35|43|00	129|30|00
20141115	20141115 23:03	포항	영해-EEZ	추진기손상	기타	어선	양호	경북 영덕군 축산면 축산 북동방 약 32마일	1	9	0	0	0	36	33	0	129	7	0	36.55000	129.11667	36|33|00	129|07|00
20141116	20141116 6:48	완도	영해	안전저해	운항부주의	요트	양호	완도군 완도읍 완도항 남방파제 앞 해상	1	1	0	0	0	34	19	4	126	46	0	34.31778	126.76667	34|19|04	126|46|00
20141116	20141116 11:11	여수	협수로	화재	화기취급부주의	어선	양호	전남 순천시 별량면 마산리 거차 선착장	1	0	0	0	0	34	50	18	127	28	23	34.83833	127.47306	34|50|18	127|28|23
20141116	20141116 13:30	인천	항계내	기관손상	정비불량	고무보트	양호	인천 중구 영종도 실미도 뒤편 해상	1	2	0	0	0	37	24	0	126	21	0	37.40000	126.35000	37|24|00	126|21|00
20141116	20141116 15:23	평택	협수로	좌초	운항부주의	요트	양호	경기 화성시 우정읍 입파도 인근 해상	1	5	0	0	0	37	5	49	126	32	26	37.09694	126.54056	37|05|49	126|32|26
20141116	20141116 18:00	울산	영해	인명사상	기타	예부선	양호	울산광역시 동구 방어동 슬도 동방 0.3해리	2	4	0	0	0	35	28	0	129	26	0	35.46667	129.43333	35|28|00	129|26|00
20141117	20141117 4:30	서귀포	영해	충돌	운항부주의	어선	양호	서귀포시 섶섬 앞 해상	1	7	0	0	0	33	13	68	126	36	11	33.23556	126.60306	33|13|68	126|36|11
20141117	20141117 7:32	서귀포	영해	침수	관리소홀	어선	양호	제주도 서귀포시 남원읍 태흥리 남방 0.5해리	1	2	0	0	0	33	16	35	126	44	95	33.27639	126.75972	33|16|35	126|44|95
20141117	20141117 8:10	목포	협수로	속구손상	정비불량	여객선	양호	전남 신안군 장산도 북방 0.5해리	1	44	0	0	0	34	40	24	126	8	1	34.67333	126.13361	34|40|24	126|08|01
20141117	20141117 9:13	여수	영해	좌초	운항부주의	예부선	양호	전남 고흥군 지죽도 다리 동방 약 0.15마일 해상	1	2	0	0	0	34	26	51	127	19	4	34.44750	127.31778	34|26|51	127|19|04
20141117	20141117 14:24	여수	영해	충돌	운항부주의	어선	양호	전남 여수시 삼산면 거문리 남방 1마일	2	13	0	0	0	33	59	17	127	19	34	33.98806	127.32611	33|59|17	127|19|34
20141117	20141117 16:40	속초	영해	화재	관리소홀	어선	양호	양양군 현남면 동산 동방 4마일 해상	1	3	0	0	0	37	58	0	128	51	0	37.96667	128.85000	37|58|00	128|51|00
20141118	20141118 6:00	목포	협수로	전복	관리소홀	어선	양호	전남 진도군 의신면 도항항 앞 200미터 해상	1	0	0	0	0	34	25	0	126	19	0	34.41667	126.31667	34|25|00	126|19|00
20141118	20141118 6:55	부산	항계내	인명사상	기타	어선	양호	생도 남동방 0.7마일 해상	1	0	0	0	1	35	2	0	129	6	30	35.03333	129.10833	35|02|00	129|06|30
20141118	20141118 7:50	인천	영해	추진기손상	정비불량	어선	양호	인천시 중구 대무의도 서방 5.4마일	1	4	0	0	0	37	24	0	126	17	0	37.40000	126.28333	37|24|00	126|17|00
20141118	20141118 8:40	부산	항계내	추진기손상	운항부주의	어선	양호	태종대 북동방 2.9마일 해상	1	1	0	0	0	35	3	49	129	9	15	35.06361	129.15417	35|03|49	129|09|15
20141118	20141118 12:15	울산	항계내	기관손상	정비불량	어선	양호	울산시 동구 미포조선 앞 해상	1	1	0	0	0	35	29	0	129	24	0	35.48333	129.40000	35|29|00	129|24|00
20141118	20141118 13:50	여수	영해	기관손상	정비불량	어선	양호	전남 완도군 금당면 충도 인근 해상	1	2	0	0	0	34	23	30	127	5	38	34.39167	127.09389	34|23|30	127|05|38
20141118	20141118 15:10	인천	영해	기관손상	정비불량	기타	양호	인천시 옹진군 선미도 북서 9해리	1	2	0	0	0	37	23	3	125	55	84	37.38417	125.94000	37|23|03	125|55|84
20141119	20141119 12:05	목포	영해	인명사상	관리소홀	유조선	황천4급	전남 신안군 비금면 칠발도 남서방 4.7해리	1	12	0	0	0	34	44	0	126	42	0	34.73333	126.70000	34|44|00	126|42|00
20141119	20141119 19:00	서귀포	영해-EEZ	안전저해	운항부주의	어선	양호	서귀포 남서방 45해리	1	6	0	0	0	32	44	72	125	53	0	32.75333	125.88333	32|44|72	125|53|00
20141119	20141119 19:33	제주	영해-EEZ	키손상	정비불량	어선	양호	차귀도 남서 50해리	1	9	0	0	0	32	52	0	125	17	0	32.86667	125.28333	32|52|00	125|17|00
20141120	20141120 9:47	완도	영해	기관손상	정비불량	어선	양호	전남 완도군 청산면 청산도 북방 1.2해리	1	1	0	0	0	34	14	0	126	52	0	34.23333	126.86667	34|14|00	126|52|00
20141120	20141120 11:00	서귀포	영해-EEZ	기관손상	정비불량	어선	양호	서귀포 남서방 53해리	1	10	0	0	0	32	37	0	125	47	0	32.61667	125.78333	32|37|00	125|47|00
20141120	20141120 14:18	속초	영해-EEZ	기관손상	정비불량	어선	양호	독도 북동방 64해리 해상	1	6	0	0	0	37	57	0	132	51	0	37.95000	132.85000	37|57|00	132|51|00
20141120	20141120 15:00	제주	영해	기관손상	정비불량	모터보트	양호	제주시 사수동 화이트하우스 레스토랑 앞 북방 약 1마일 해상	1	1	0	0	0	33	30	50	126	28	50	33.51389	126.48056	33|30|50	126|28|50
20141120	20141120 18:20	평택	영해	안전저해	운항부주의	어선	양호	인천 옹진군 백아도 북서방 8.6마일 해상	1	6	0	0	0	37	9	0	125	47	0	37.15000	125.78333	37|09|00	125|47|00
20141121	20141121 7:44	포항	EEZ 30마일 이내	키손상	정비불량	어선	양호	독도 남서 11마일	1	10	0	0	0	37	0	0	131	40	0	37.00000	131.66667	37|00|00	131|40|00
20141122	20141122 10:39	목포	항계내	접촉	정비불량	화물선	양호	전남 목포시 산정동 삼학도 석탄부두	1	12	0	0	0	34	46	56	126	23	50	34.78222	126.39722	34|46|56	126|23|50
20141122	20141122 11:28	부산	영해-EEZ	인명사상	기타	어선	양호	홍도 남동방 15마일 해상	1	59	0	1	0	34	17	60	128	50	0	34.30000	128.83333	34|17|60	128|50|00
20141122	20141122 13:22	평택	항계내	기타	운항부주의	모터보트	양호	경기 화성시 아산만 27번부이 인근해상	1	7	0	0	0	37	3	86	126	39	81	37.07389	126.67250	37|03|86	126|39|81
20141122	20141122 20:00	포항	EEZ 30마일 이내	안전저해	운항부주의	어선	양호	경북 포항시 남구 장기면 양포리 동방 110마일 해상	1	8	0	0	0	35	48	54	131	46	12	35.81500	131.77000	35|48|54	131|46|12
20141122	20141122 21:04	제주	영해	전복	운항부주의	어선	양호	추자도 남서 22해리	1	3	0	1	0	33	51	0	125	52	0	33.85000	125.86667	33|51|00	125|52|00
20141123	20141123 3:05	평택	영해	키손상	정비불량	어선	양호	인천 옹진군 백아도 서방 0.5마일 해상	1	6	0	0	0	37	5	0	125	58	0	37.08333	125.96667	37|05|00	125|58|00
20141123	20141123 3:50	제주	영해	좌초	운항부주의	어선	양호	제주시 한림항 인근 옾포포구 앞 0.1해리	1	4	0	0	0	33	24	35	126	15	7	33.40972	126.25194	33|24|35	126|15|07
20141123	20141123 3:56	제주	영해	좌초	운항부주의	어선	양호	한림항 인근 옹포포구 0.1해리(약 180m)	1	4	0	0	0	33	24	35	126	15	5	33.40972	126.25139	33|24|35	126|15|05
20141123	20141123 13:22	울산	영해	전복	운항부주의	어선	양호	둘산광역시 울주군 서생면 신리항 남동방 1마일 해상	1	1	0	0	0	35	20	20	129	20	10	35.33889	129.33611	35|20|20	129|20|10
20141123	20141123 16:20	창원	영해	기관손상	기타	유도선	양호	진해 도투마리암 인근 해상	1	0	0	0	0	35	9	97	128	67	71	35.17694	129.13639	35|09|97	128|67|71
20141124	20141124 7:00	완도	영해	기타	연료고갈	낚시어선	양호	전남 완도군 청산면 여서도	1	21	0	0	0	33	57	0	126	53	12	33.95000	126.88667	33|57|00	126|53|12
20141124	20141124 9:13	보령	항계내	좌초	운항부주의	어선	양호	보령시 대천항 서방파제 앞 0.3마일 해상	1	3	0	0	0	36	20	0	126	30	0	36.33333	126.50000	36|20|00	126|30|00
20141124	20141124 20:00	부산	영해	기관손상	정비불량	어선	양호	부산 태종대 남동방 11해리 해상	1	1	0	0	0	34	57	39	129	17	17	34.96083	129.28806	34|57|39	129|17|17
20141124	20141124 20:17	목포	항계내	안전저해	관리소홀	어선	양호	전남 목포시 산정동 동명항 물량장	1	2	0	0	0	34	47	11	126	23	32	34.78639	126.39222	34|47|11	126|23|32
20141125	20141125 6:50	포항	영해-EEZ	기관손상	정비불량	어선	황천4급	경북 포항 월포 동방 26마일	1	6	0	0	0	36	14	0	129	54	0	36.23333	129.90000	36|14|00	129|54|00
20141125	20141125 7:00	포항	영해	화재	기타	어선	황천4급	경북 울진군 후포면 후포 동방 11마일 해상	1	4	0	0	0	36	28	54	129	36	0	36.48167	129.60000	36|28|54	129|36|00
20141125	20141125 9:14	평택	협수로	안전저해	운항부주의	어선	양호	경기 안산시 단원구 풍도 남서방 0.5해리	1	6	0	0	0	37	5	0	126	23	0	37.08333	126.38333	37|05|00	126|23|00
20141125	20141125 9:20	서귀포	항계내	침수	관리소홀	어선	황천5급	서귀포시 대정읍 모슬포 수협 앞 부두	2	0	0	0	0	33	13	2	126	14	57	33.21722	126.24917	33|13|02	126|14|57
20141125	20141125 9:35	서귀포	영해-EEZ	안전저해	운항부주의	어선	풍랑주의보	서귀포 남서방 30해리	1	9	0	0	0	32	15	35	126	22	73	32.25972	126.38694	32|15|35	126|22|73
20141126	20141126 13:00	속초	항계내	운항저해	운항부주의	기타	양호	속초시 청초항 내 구 석탄부두 50미터 앞 해상	1	4	0	0	0	38	12	2	128	35	20	38.20056	128.58889	38|12|02	128|35|20
20141126	20141126 15:40	여수	항계내	화재	화기취급부주의	어선	양호	전남 고흥군 도양읍 녹동항 태양낚시점 앞 정박중인 선박	1	0	0	0	0	34	31	8	127	8	59	34.51889	127.14972	34|31|8	127|8|59
20141126	20141126 17:00	여수	영해	기관손상	기타	어선	양호	전남 고흥군 봉래면 상초 남서방 0.5마일 해상	1	1	0	0	0	34	26	5	127	27	10	34.43472	127.45278	34|26|05	127|27|10
20141126	20141126 17:00	제주	영해	좌초	관리소홀	어선	양호	제주시 한림으 한수리 어촌계 사무실 앞 100m 해상	1	0	0	0	0	33	24	20	126	14	50	33.40556	126.24722	33|24|20	126|14|50
20141126	20141126 17:30	여수	영해	기관손상	기타	어선	양호	전남 여수시 가막만 금죽도 인근 해상	1	1	0	0	0	34	40	17	127	41	92	34.67139	127.70889	34|40|17	127|41|92
20141127	20141127 2:50	목포	영해	충돌	운항부주의	어선	양호	전남 신안군 흑산면 만재도 남동 22해리	2	11	0	0	0	33	53	0	125	46	0	33.88333	125.76667	33|53|00	125|46|00
20141127	20141127 4:00	제주	영해	인명사상	기타	어선	양호	비양도 북서방 24해리 (FIX 33-34N 125-47E)	1	9	0	1	0	33	34	0	125	47	0	33.56667	125.78333	33|34|00	125|47|00
20141127	20141127 4:30	제주	영해	기관손상	정비불량	어선	양호	추자도 남서 27해리	1	9	0	0	0	33	45	0	125	48	0	33.75000	125.80000	33|45|00	125|48|00
20141127	20141127 5:26	제주	항계내	안전저해	기상악화	예부선	황천4급	제주항 검역묘지(A5)	1	1	0	0	0	33	32	15	126	31	32	33.53750	126.52556	33|32|15	126|31|32
20141127	20141127 12:48	제주	영해	안전저해	운항부주의	어선	양호	제주시 구좌읍 김녕항 북동방 1.5마일해	1	4	0	0	0	33	33	47	126	43	35	33.56306	126.72639	33|33|47	126|43|35
20141127	20141127 13:35	제주	영해	기관손상	정비불량	고무보트	양호	제주시 구좌읍 월정리 어촌계횟집 앞 1km해상	1	2	0	0	0	33	33	24	126	47	11	33.55667	126.78639	33|33|24	126|47|11
20141127	20141127 15:00	제주	영해	기관손상	정비불량	어선	양호	함덕해변 북방 4.3해리/7.9km	1	4	0	0	0	33	37	0	126	40	0	33.61667	126.66667	33|37|00	126|40|00
20141127	20141127 16:00	제주	영해	기관손상	정비불량	어선	양호	제주항 북방 약5해리	1	4	0	0	0	33	35	0	126	34	0	33.58333	126.56667	33|35|00	126|34|00
20141128	20141128 1:02	여수	영해	화재	기타	어선	양호	전남 여수시 광도 남동방 5.5마일 해상	1	4	0	0	0	34	13	0	127	38	0	34.21667	127.63333	34|13|00	127|38|00
20141128	20141128 6:30	울산	영해-EEZ	충돌	운항부주의	어선	양호	울산광역시 울주군 서생면 간절곶 남동방 25해리 해상	1	3	0	0	0	35	16	35	129	51	55	35.27639	129.86528	35|16|35	129|51|55
20141128	20141128 7:30	목포	협수로	기관손상	정비불량	어선	양호	전남 진도군 임회면 팽목항 북서 2해리	1	6	0	0	0	34	23	0	126	5	0	34.38333	126.08333	34|23|00	126|05|00
20141128	20141128 8:47	완도	영해	충돌	운항부주의	화물선	양호	전남 완도군 청산면 청산도 북서방 약 3해리 해상	2	17	0	0	0	34	15	24	126	49	21	34.25667	126.82250	34|15|24	126|49|21
20141128	20141128 9:26	서귀포	영해-EEZ	기관손상	정비불량	어선	양호	서귀포 남서방 87해리	1	12	0	0	0	32	9	75	125	22	90	32.17083	125.39167	32|09|75	125|22|90
20141128	20141128 12:34	목포	협수로	충돌	운항부주의	유조선	양호	전남 신안군 암태면 당사리 초란도 남방 0.3해리	2	8	0	0	0	34	52	8	126	10	18	34.86889	126.17167	34|52|08	126|10|18
20141128	20141128 14:47	목포	협수로	추진기손상	운항부주의	어선	양호	전남 진도군 조도면 주도 서방 0.12해리	1	2	0	0	0	34	19	33	125	58	18	34.32583	125.97167	34|19|33	125|58|18
20141128	20141128 17:50	속초	영해	기타	운항부주의	예부선	양호	속초시 외옹치 동방 약 0.5마일 해상	1	5	0	0	0	38	10	48	128	37	8	38.18000	128.61889	38|10|48	128|37|08
20141129	20141129 4:00	완도	영해	기관손상	정비불량	어선	양호	전남 완도군 신지도 남서방 0.8해리 해상	1	11	0	0	0	33	19	13	126	49	39	33.32028	126.82750	33|19|13	126|49|39
